NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,2,%,5.90,1,Brasil,202211,novembro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.79,1,Brasil,202212,dezembro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.77,1,Brasil,202301,janeiro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.60,1,Brasil,202302,fevereiro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.65,1,Brasil,202303,março 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.18,1,Brasil,202304,abril 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.94,1,Brasil,202305,maio 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.16,1,Brasil,202306,junho 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.99,1,Brasil,202307,julho 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.61,1,Brasil,202308,agosto 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.19,1,Brasil,202309,setembro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.82,1,Brasil,202310,outubro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.68,1,Brasil,202311,novembro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.62,1,Brasil,202312,dezembro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.51,1,Brasil,202401,janeiro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.50,1,Brasil,202402,fevereiro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.93,1,Brasil,202403,março 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.69,1,Brasil,202404,abril 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.93,1,Brasil,202405,maio 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.23,1,Brasil,202406,junho 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.50,1,Brasil,202407,julho 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.24,1,Brasil,202408,agosto 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.42,1,Brasil,202409,setembro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.76,1,Brasil,202410,outubro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.87,1,Brasil,202411,novembro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.83,1,Brasil,202412,dezembro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.56,1,Brasil,202501,janeiro 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.06,1,Brasil,202502,fevereiro 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.48,1,Brasil,202503,março 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.53,1,Brasil,202504,abril 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.32,1,Brasil,202505,maio 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.35,1,Brasil,202506,junho 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.23,1,Brasil,202507,julho 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.13,1,Brasil,202508,agosto 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.17,1,Brasil,202509,setembro 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.68,1,Brasil,202510,outubro 2025,2265,IPCA - Variação acumulada em 12 meses
